common_name,contract_area,height_in_metres,spread_in_metres,maturity,physiological_condition,carbon_storage_in_kilograms,pollution_removal_per_year_in_grams
Cherry - Sargent's,Highways,5,4,Middle aged,Good,23.1,33.3
Ash - Manna,Highways,7,4,Middle aged,Good,31.7,50.9
Lime - Caucasian,Highways,10,5,Mature,Good,269.7,109
Bay tree,Parks,9,11,Mature,Good,177,311.9
Whitebeam - Swedish,Highways,5,3,Juvenile,Good,2.4,3.5
Red Robin,Highways,4,2,Middle aged,Good,7.9,11.6
Maple - Norway,Highways,6,4,Middle aged,Good,23.3,23.8
Apple - Crab,Highways,3,1,Juvenile,Fair,2.4,3.8
Lime - Small-leaved,Housing,17,10,Mature,Fair,1058.6,457.9
June Berry,Highways,6,4,Middle aged,Good,24.1,35
Whitebeam,Housing,14,7,Mature,Fair,636.1,232.8
June Berry,Highways,5,2,Juvenile,Good,1.4,2.6
Maidenhair tree,Highways,4,2,Juvenile,Good,3.7,29.9
Holly,Parks,8,4,Middle aged,Good,28.1,63
"Rowan, Mountain Ash",Highways,4,3,Middle aged,Good,15.7,21.9
Maple - Purple Norway,Highways,17,10,Middle aged,Good,231.3,399.6
Maple - Silver veriegated Norway,Highways,15,4,Middle aged,Good,67.1,86.7
Lime - Common,Highways,18,12,Mature,Good,388,570.1
Pear - Chanticclere,Housing,6,3,Middle aged,Good,16,10.7
Cypress - Lawson,Housing,4,1,Juvenile,Fair,11.3,5.6
Lime - Common,Highways,14,8,Over Mature,Fair,701.8,294.9
Indian Bean Tree,Housing,6,7,Middle aged,Good,207.5,73.5
Oak - Upright Engish,Highways,7,1,Juvenile,Fair,3.6,2.8
London plane,Highways,17,6,Mature,Fair,1079.2,169.6
London plane,Housing,16,8,Mature,Good,2558.7,278.2
London plane,Highways,24,16,Mature,Good,1155,1057
Lime - Common,Housing,16,12,Mature,Fair,466.9,549.1
Cherry - Rosebud,Housing,4,2,Middle aged,Good,18.7,11.6
Maidenhair tree,Highways,5,3,Middle aged,Good,5.4,10.3
Maple - Column Norway,Highways,12,6,Middle aged,Good,166.3,151.2
Lime - Caucasian,Highways,11,6,Middle aged,Fair,95.2,169.3
Cypress - Bald,Parks,5,3,Juvenile,Good,1.6,5.6
Cherry - Bird,Housing,6,4,Middle aged,Good,8.6,37.1
London plane,Highways,13,9,Mature,Fair,903.1,376.5
Apple,Housing,8,3,Mature,Good,40.4,34.4
London plane,Highways,19,13,Middle aged,Fair,398.4,465.2
Hornbeam,Highways,7,2,Middle aged,Good,10.3,12.6
Maple - Silver,Housing,16,7,Mature,Good,604.9,253.7
Cypress - Lawson,Housing,15,4,Middle aged,Good,153.2,107.4
Lime - Caucasian,Highways,9,6,Middle aged,Good,142.1,135.6
Sycamore,Housing,15,8,Mature,Fair,310,336.9
Indian Bean Tree,Parks,12,5,Middle aged,Good,93.9,39.6
Ash,Education,8,4,Middle aged,Good,18.9,13.7
Plum,Highways,7,5,Middle aged,Good,101.3,35.1
Lime - Common,Housing,15,7,Mature,Fair,351.7,442.7
Mountain-ash,Highways,6,2,Juvenile,Good,2.4,3.5
Maple - Norway,Education,6,3,Middle aged,Good,10,37
London plane,Highways,18,14,Mature,Fair,712.6,787.8
Rowan,Highways,5,3,Middle aged,Fair,190.7,18.3
Horse Chestnut,Highways,17,8,Mature,Fair,702.2,378.8
Horse Chestnut,Housing,22,14,Over Mature,Good,2085.9,783.1
London plane,Highways,20,12,Mature,Fair,858,605
Plum,Highways,7,5,Middle aged,Fair,198.5,88.5
Lime - Common,Parks,23,9,Mature,Good,269.7,365
Lime - Caucasian,Housing,16,6,Mature,Fair,285.1,162.2
Maple - Lebanese wild,Highways,3,2,Juvenile,Good,2.4,10.7
Maple - Norway,Housing,15,13,Mature,Good,1121.1,453.8
Japanese Pagoda,Highways,6,5,Middle aged,Good,38.5,35.5
Apple,Housing,5,3,Middle aged,Fair,23.8,27.3
Plum,Housing,3,4,Middle aged,Fair,46.6,33.3
Wier maple,Housing,21,12,Mature,Good,855.3,458
Ash,Housing,17,7,Middle aged,Fair,242.3,187.9
Poplar - Silver,Housing,15,11,Mature,Fair,880.6,299.6
Maple - Norway,Housing,13,10,Mature,Good,489.7,405.1
London plane,Highways,6,3,Juvenile,Good,2.6,16.3
Pear - Chanticclere,Highways,5,3,Middle aged,Good,19.7,10.7
Lime - Common,Highways,15,4,Mature,Good,446.3,86.7
Maple - Norway,Housing,9,6,Middle aged,Fair,249.8,135.6
"Rowan, Mountain Ash",Housing,10,7,Mature,Fair,183.3,157.7
Laurel - Cherry,Education,6,3,Mature,Fair,40.7,29.3
London plane,Housing,20,16,Mature,Good,2070.7,1029
Plum,Education,7,5,Mature,Fair,383.6,60.8
London plane,Housing,18,8,Mature,Good,779.6,294.6
London plane,Parks,23,20,Mature,Fair,4741.2,1578.6
London plane,Highways,21,10,Mature,Fair,790.6,453
Beech - Purple,Education,21,11,Mature,Good,2555.9,501.1
London plane,Highways,13,7,Middle aged,Fair,202.4,275.3
London plane,Housing,15,9,Mature,Fair,1242.6,428
Hornbeam,Highways,3,2.5,Juvenile,Good,5.3,14.1
Apple - Crab,Highways,9,3,Middle aged,Fair,35.1,34.4
Mountain-ash,Highways,9,2,Middle aged,Good,5.6,3.5
Lime - Common,Parks,3,3,Mature,Fair,36.6,25.7
London plane,Parks,27,17,Mature,Good,2951.1,1214.3
Maple,Highways,14,11,Mature,Good,343.6,397.5
June berry,Highways,4,1,Juvenile,Good,2.4,2.6
Yew - common,Housing,5,3,Middle aged,Fair,7.2,40.2
"Rowan, Mountain Ash",Highways,10,6,Mature,Fair,198.2,119.3
Apple - Crab,Housing,9,3,Middle aged,Fair,61.3,34.4
Sycamore,Parks,20,10,Mature,Fair,275.1,379.2
Cherry,Parks,7,9,Mature,Fair,611,191.3
London plane,Highways,12,5,Mature,Fair,1096.4,146.8
Pear - Chanticclere,Highways,11,3,Mature,Fair,7.5,239.1
London plane,Housing,22,10,Mature,Good,571.7,460.3
Pear - Chanticclere,Highways,7,2,Middle aged,Fair,16.5,10.7
Lime - Small-leaved,Education,13,6,Mature,Fair,254.8,86.7
Hawthorn,Highways,7,5,Mature,Fair,60.1,68.7
London plane,Parks,14,6,Middle aged,Fair,122.6,250.7
Rowan,Highways,12,7,Mature,Fair,414.7,190.4
"Cherry - Wild, Gean",Housing,7,6,Middle aged,Fair,70.8,97.2
Birch - Silver,Education,8,3,Middle aged,Fair,61.4,29.6
Horse Chestnut,Highways,8,7,Middle aged,Fair,116.7,167
Oak - Red,Parks,10,6,Mature,Good,458.5,106.1
June Berry,Highways,5,1,Middle aged,Good,5.5,2.6
Pine - Scots,Parks,1.8,1.5,Juvenile,Good,0.9,5.9
Hornbeam,Highways,6,6,Middle aged,Good,28.4,41.8
Horse Chestnut,Highways,13,7,Middle aged,Fair,371.3,268.1
Sycamore,Highways,14,9,Mature,Fair,315.1,307.6
Rowan,Housing,6,3,Mature,Fair,126,20.6
Hornbeam,Housing,10,8,Middle aged,Good,264.8,199.5
Cherry,Housing,4,5,Middle aged,Good,18.7,57.8
Holly,Parks,12,5,Mature,Good,222.7,111.9
Beech - Purple,Housing,21,14,Mature,Good,1486.4,776
Maple - Silver,Highways,15,9,Mature,Fair,478.1,291
Lime - Caucasian,Highways,13,5,Middle aged,Fair,46.9,164.9
Alder - Italian,Parks,15,4,Mature,Good,50,55.7
Apple - Crab,Highways,3,2,Juvenile,Good,2.4,10.7
Maidenhair tree,Highways,7,3,Middle aged,Fair,13,26
Cherry,Parks,5,4,Middle aged,Good,14.8,41.8
Maple - Silver,Housing,12,5,Middle aged,Good,57.2,126.4
Laurel - Cherry,Housing,9,7,Mature,Fair,256.8,144.4
"Cherry - Wild, Gean",Housing,16,7,Mature,Good,292.5,167.2
Apple - Crab,Highways,3,1,Juvenile,Good,1.4,3.8
Maple - Norway,Housing,4,2,Juvenile,Fair,5,14.6
Willow - Weeping,Housing,6,4,Mature,Fair,524.2,34.5
Lime - Caucasian,Highways,12,6,Middle aged,Fair,103.7,190.5
Holly,Parks,12,5,Mature,Fair,93.6,97.8
Ash - Narrow-leafed,Parks,7,5,Middle aged,Fair,81.1,57
Ash - Weeping,Housing,15,12,Mature,Fair,980.8,395.5
Magnolia,Housing,3,2,Juvenile,Fair,1.4,9.9
Hawthorn,Highways,4,2,Middle aged,Fair,15.7,11.8
Mountain-ash,Highways,5,2,Juvenile,Good,2.5,12.6
Hawthorn,Housing,8,5,Mature,Fair,105.9,68.7
"Oak - Common, Pedunculate",Highways,7,6,Middle aged,Good,48.6,86.8
Pine - Bhutan,Parks,2,2,Juvenile,Good,0.8,3.4
Lime - Caucasian,Highways,8,3,Mature,Good,112.6,34.2
Birch - Silver,Parks,10,3,Middle aged,Good,27.6,29.6
Whitebeam - Swedish,Highways,5,2,Juvenile,Good,12.8,12.6
London plane,Highways,17,8,Mature,Fair,1382.4,285.4
Lime - Small-leaved,Highways,8,4,Middle aged,Good,17,4.5
Birch - Silver,Highways,15,4,Middle aged,Good,27.6,11.8
Magnolia,Highways,3,1.5,Juvenile,Good,2.4,6.7
Maple - Field,Highways,5,5,Middle aged,Good,23.3,72.2
Apple,Housing,4,2,Middle aged,Good,15.7,12.6
Sweet Gum,Highways,6,3,Juvenile,Good,3.5,3.3
"Cherry - Wild, Gean",Parks,16,6,Middle aged,Fair,101.3,125.4
Cherry,Education,4,3,Mature,Fair,14.8,21.9
London plane,Highways,25,15,Mature,Good,4404.4,929
London plane,Highways,19,14,Mature,Fair,2251.1,787.8
London plane,Highways,20,8,Mature,Fair,858,301.6
Birch - Erman's,Parks,9,2,Middle aged,Fair,27.6,11.8
Apple,Housing,6,6,Mature,Fair,94.8,95.7
"Rowan, Mountain Ash",Parks,4,3,Middle aged,Fair,15.7,21.9
Sycamore,Housing,21,12,Mature,Good,964.6,530.3
Holly,Parks,9,5,Mature,Fair,232.5,76
Sycamore,Housing,14,7,Middle aged,Good,343.6,264.6
London plane,Parks,16,9,Mature,Good,673.7,225.5
Maidenhair tree,Highways,5,3,Middle aged,Good,9.9,22.5
London plane,Highways,10,11,Middle aged,Fair,264.8,412
Lime - Small-leaved,Highways,7,5,Middle aged,Fair,23.8,69.1
Ash,Highways,15,8,Mature,Fair,466.6,233.5
London plane,Highways,14,6,Mature,Fair,573.9,221.1
Lime - Common,Housing,15,10,Mature,Fair,487.9,442.7
Elder,Housing,5,5,Veteran,Fair,205.9,44.5
Cherry,Housing,6,4,Middle aged,Fair,46.6,39.3
June berry,Highways,4,1,Juvenile,Good,0.8,2.6
Ash - American,Highways,6,5,Middle aged,Good,80.3,57
Fig,Parks,3,2,Juvenile,Good,3.7,9.9
London plane,Housing,18,12,Mature,Good,649.1,594.5
Whitebeam,Highways,4,2,Juvenile,Fair,9.8,11.6
Birch - Silver,Parks,13,7,Mature,Fair,181.9,196
Holly,Parks,10,5,Mature,Good,287.8,85.9
June berry,Highways,5,2,Juvenile,Good,2.4,2.6
Ash - One-leaved,Highways,16,6,Middle aged,Good,254,138
"Rowan, Mountain Ash",Highways,10,4,Middle aged,Fair,130.3,58.5
Cherry - Double pint,Housing,6,7,Middle aged,Good,233.5,101.5
Poplar - Lombardy,Housing,18,6,Mature,Good,146,106.8
London plane,Housing,22,17,Mature,Good,1102.7,1161.6
Apple,Housing,5,4,Juvenile,Fair,12.8,45.2
Lime - Common,Housing,8,6,Mature,Fair,466.9,122.3
Lime - Small-leaved,Highways,10,5,Middle aged,Good,52.6,76.2
Lime - Common,Parks,16,11,Mature,Good,226.5,470.2
Red Robin,Highways,4,3,Middle aged,Good,7.3,3.5
Maidenhair tree,Parks,6,2,Juvenile,Good,2.5,11.2
Holly,Highways,6,4,Middle aged,Good,41.6,39.3
Maple - Purple Norway,Housing,12,8,Mature,Fair,483.2,294.9
Holly,Parks,7,5,Middle aged,Fair,88.5,60.8
False Acacia,Housing,14,9,Middle aged,Good,253.8,307.2
Ash,Education,16,5,Middle aged,Fair,181.1,140.5
Maple - Field,Highways,10,7,Mature,Fair,270.6,178.3
London plane,Highways,21,20,Mature,Good,2604.1,1534.9
"Cherry - Wild, Gean",Housing,13,13,Mature,Fair,862.9,367
Hawthorn,Housing,6,3,Middle aged,Fair,7.5,25.6
London plane,Highways,12,8,Middle aged,Good,369,302.7
"Cherry - Wild, Gean",Housing,12,10,Mature,Good,518.4,334.1
Sycamore,Housing,16,10,Mature,Fair,950.9,357.3
Whitebeam,Highways,10,5,Middle aged,Fair,142.6,85.9
Cherry - Ornamental,Highways,7,3,Middle aged,Good,4.3,12.6
Alder - Grey,Parks,5,3,Middle aged,Fair,23.8,25.2
Maple - Field,Highways,14,8,Mature,Fair,513.8,285
Lime - Common,Housing,18,10,Mature,Good,406.9,406.8
Hazel - Turkish,Highways,10,9,Mature,Good,302.5,242.2
Cherry - Double pint,Housing,8,12,Mature,Fair,215.6,338.3
Holly,Parks,5,4,Middle aged,Not applicable,4.7,41.8
Holly,Parks,5,6,Mature,Good,86.8,59.5
Cherry,Parks,4,5,Middle aged,Fair,54,44.5
Maple - Silver,Highways,17,8,Mature,Good,759,212.9
Maple - Norway,Highways,10,4,Middle aged,Fair,66.8,86.7
London plane,Parks,25,16,Mature,Good,3906.6,1075.6
Whitebeam,Housing,12,11,Mature,Good,1055,335.1
London plane,Highways,5,1,Juvenile,Good,2.5,4.7
Apple,Education,2,2,Juvenile,Good,0.7,2
Whitebeam - Swedish,Housing,8,7,Mature,Fair,503.8,132.7
False Acacia,Housing,17,9,Mature,Fair,529.6,261.6
"Rowan, Mountain Ash",Housing,7,3,Juvenile,Fair,13.2,31.7
Maple - Norway,Housing,10,9,Middle aged,Good,207.6,305.8
London plane,Highways,21,8,Mature,Fair,586,773.5
Lime - Small-leaved,Parks,7,5,Middle aged,Good,23.8,40.2
Pear - Chanticclere,Highways,7,3,Middle aged,Good,33.9,10.7
"Rowan, Mountain Ash",Housing,6,4,Middle aged,Good,114.7,35.1
London plane,Highways,20,13,Mature,Good,1051.8,697.8
"Cherry - Wild, Gean",Housing,10,8,Mature,Good,383.6,199.5
Birch - Silver,Corporate Landlord,6,3,Middle aged,Good,8.4,3.3
Pine - Scots,Highways,2,2.5,Juvenile,Good,2.1,13.8
Ash,Parks,15,10,Mature,Poor,1522.9,739.6
June berry,Highways,5,3,Middle aged,Good,7.5,18.6
"Rowan, Mountain Ash",Education,8,2,Middle aged,Fair,20.2,12.6
Maple - Norway,Parks,14,10,Mature,Fair,191.8,423.3
London plane,Highways,13,10,Mature,Good,695.1,415.8
"Cherry - Wild, Gean",Parks,6,2,Middle aged,Good,14.8,12.6
Lime - Caucasian,Housing,12,5,Middle aged,Fair,269.7,142.9
"Oak - Common, Pedunculate",Housing,22,15,Mature,Good,3994.8,627.8
Hawthorn,Education,5,2,Juvenile,Good,7.5,3.6
Maple - Snakebark,Housing,2,1,Juvenile,Dead,1.8,3.7
Maidenhair tree,Highways,12,7,Middle aged,Good,69.9,153.7
Cherry - Rosebud,Highways,5,5,Middle aged,Good,54,55
"Rowan, Mountain Ash",Highways,6,2,Middle aged,Fair,7.7,12.6
Laurel - Portugese,Parks,8,5,Mature,Fair,82.6,76
London plane,Highways,13,9,Mature,Good,2670.2,376.5
Lime - Common,Parks,25,9,Mature,Fair,993.3,365
Maple - Norway,Highways,3,1,Juvenile,Good,2,4.5
Lime - Small-leaved,Housing,23,9,Mature,Good,1196.6,365
Yew - common,Parks,11,7,Mature,Fair,125.4,274.2
Maple - Norway,Housing,10,6,Mature,Fair,383,151.2
London plane,Highways,14,10,Mature,Good,2209.7,434.6
Lime - Small-leaved,Highways,17,11,Mature,Fair,783.1,479.1
Lime - Common,Highways,13,7,Mature,Fair,701.8,268.1
London plane,Highways,11,8,Middle aged,Good,170.3,279.7
London plane,Highways,14,6,Middle aged,Fair,99.1,195.6
Oak - Turkey,Corporate Landlord,20,10,Middle aged,Good,1048.3,268.4
Plum,Highways,6,3,Middle aged,Fair,33.7,29.3
Maple - Boxelder,Highways,9,8,Mature,Fair,296.9,263
Lime - Common,Housing,19,12,Mature,Fair,446.3,570.1
London plane,Highways,22,10,Mature,Good,1145.5,460.3
Elder,Education,6,3,Middle aged,Good,13,29.3
London plane,Highways,23,11,Mature,Good,2148,534.9
Maple - Purple Norway,Parks,18,11,Mature,Good,1028.5,483.5
Cherry - Rosebud,Highways,3,2,Juvenile,Good,1.6,3.5
Alder - Common,Highways,21,12,Mature,Good,2720.1,491.2
Maidenhair tree,Highways,6,2,Middle aged,Good,10.1,11.2
Maple - Field,Highways,13,6,Mature,Good,455.2,246.5
London plane,Parks,35,31,Mature,Good,5946.1,3792.6
Red Robin,Housing,3,2,Middle aged,Good,12.7,9.9
Hazel - Common,Housing,6,6,Mature,Good,28.7,102.1
London plane,Parks,27,12,Mature,Good,2250.1,678.5
Whitebeam,Highways,4,3,Middle aged,Good,15.7,21.9
Ash,Parks,14,8,Middle aged,Good,143.9,216.5
Cherry - Ornamental,Highways,5,2,Middle aged,Good,28.1,12.6
Ash,Highways,10,3,Mature,Fair,261.4,34.4
London plane,Education,7,5,Middle aged,Fair,33.9,38
Elder,Corporate Landlord,6,6,Mature,Fair,180.5,97.2
Hawthorn,Highways,6,4,Middle aged,Fair,39,39.7
Sycamore,Parks,18,12,Mature,Fair,1079.6,514.5
Yew - common,Housing,7,20,Middle aged,Good,111.1,1214.6
Whitebeam,Housing,14,12,Mature,Good,663.5,288.8
False Acacia,Highways,17,5,Mature,Good,258.7,87.1
Cherry,Housing,4,2,Juvenile,Good,4.3,11.6
Rowan,Housing,4,2,Juvenile,Good,2.4,3.5
"Oak - Common, Pedunculate",Parks,18,4,Middle aged,Good,79.9,50.5
Golden Rain Tree,Parks,6,5,Middle aged,Good,33.9,63.9
Tulip Tree,Highways,8,3,Middle aged,Good,8.5,17.7
Lime - Common,Highways,9,4,Mature,Good,213,64.3
Paper birch,Highways,7,7,Mature,Fair,173.2,114.8
Lime - Small-leaved,Highways,8,6,Middle aged,Fair,95.2,122.3
London plane,Housing,20,11,Mature,Good,1051.8,517.2
Maple - Caucasian,Highways,8,7,Mature,Fair,261.8,149.5
June berry,Highways,5,2,Juvenile,Good,9.9,9.2
Sycamore,Housing,16,4,Middle aged,Good,314.2,64.8
London plane,Housing,19,10,Mature,Fair,1357.3,434.7
London plane,Highways,16,8,Middle aged,Fair,554.5,278.2
Lime - Common,Parks,22,9,Mature,Fair,226.5,365
Birch - Cut-leaved,Highways,6,3,Middle aged,Good,18.3,27.3
Sycamore,Housing,15,10,Middle aged,Fair,389.2,395
Rowan - Fastigiate,Highways,5,2,Middle aged,Fair,7.5,3.5
"Cherry - Wild, Gean",Housing,4,2,Juvenile,Good,54,9.2
Sycamore,Education,15,7,Mature,Fair,578.6,101.2
Birch - Silver,Housing,15,5,Mature,Good,166.4,120
Hazel - Common,Highways,5,5,Middle aged,Fair,93,44.5
Laurel - Cherry,Parks,6,8,Mature,Fair,105.1,124
Cherry - Rosebud,Highways,6,2,Juvenile,Good,2.7,3.5
False Acacia,Housing,15,6,Mature,Fair,375.7,216.4
"Rowan, Mountain Ash",Highways,5,2,Middle aged,Fair,19.7,12.6
Holly,Parks,13,6,Middle aged,Fair,115.7,133.2
Cherry,Highways,6,5,Mature,Fair,182.2,60.8
Alder - Italian,Highways,11,4,Middle aged,Good,88.4,68
London plane,Parks,15,9,Middle aged,Good,312.1,428
Birch - Silver,Housing,15,7,Middle aged,Good,315.2,240.7
Lime - Common,Housing,13,9,Mature,Fair,200.1,366.7
Sycamore,Housing,18,9,Mature,Fair,682.5,307.1
Ash - Narrow-leafed,Housing,15,7,Mature,Fair,332.4,240.7
Lime - Common,Housing,12,8,Middle aged,Good,152.7,294.9
Lime - Common,Highways,11,6,Mature,Fair,369.6,169.3
London plane,Highways,25,20,Mature,Good,5615.6,1607.8
Hawthorn - Common,Housing,3,2,Juvenile,Good,1.4,11.3
Lime - Caucasian,Highways,12,5,Middle aged,Good,52.6,40.2
Lime - Caucasian,Highways,11,7,Middle aged,Good,122,219.6
Maple - Norway,Housing,12,4,Middle aged,Fair,134.9,86.7
London plane,Highways,12,6,Mature,Good,898.7,195.6
London plane,Highways,16,8,Mature,Fair,1695.7,278.2
London plane,Highways,22,14,Mature,Fair,1627.2,823.5
Sweet Chestnut,Highways,7,5,Mature,Fair,225.2,60.8
London plane,Highways,22,12,Mature,Good,858,605
Cherry,Parks,10,6,Mature,Fair,23.1,158.6
Apple,Housing,5,3,Middle aged,Good,12.8,13.7
Apple,Highways,3,2,Juvenile,Good,3.7,10.7
Holly,Parks,6,5,Middle aged,Good,20,71.7
Sycamore,Education,15,5,Mature,Poor,167.2,146.6
Lime - Common,Housing,18,10,Mature,Good,601.2,406.8
Holly,Parks,8,3,Middle aged,Good,87.5,27.1
London plane,Highways,11,8,Mature,Good,753.2,279.7
Whitebeam,Housing,8,4,Middle aged,Fair,105,39.3
Fig,Parks,5,2,Mature,Good,5.5,12.6
Ash - Narrow-leafed,Housing,20,11,Mature,Good,497.9,363.3
Hawthorn - Paul's Scarlet,Highways,8,5,Mature,Good,105.9,68.7
Hornbeam,Highways,13,4,Middle aged,Good,63.7,68
Maple - Norway,Highways,11,5,Mature,Fair,601.1,124.4
Maple,Highways,9,4,Middle aged,Fair,138.9,57.4
London plane,Highways,18,15,Middle aged,Good,618.6,888
London plane,Highways,23,16,Mature,Good,4263,1057
Cherry - Sargent's,Highways,5,3,Juvenile,Good,4.3,9.9
Lime - Caucasian,Highways,7,5,Juvenile,Good,20.2,102.2
Apple,Highways,8,3,Middle aged,Good,60.7,34.4
Sycamore,Highways,19,12,Mature,Fair,674.9,504
Apple - Snakebark,Parks,2,1,Juvenile,Fair,1.8,3.7
Ash - Manna,Highways,6,3,Middle aged,Fair,104.1,19.3
Whitebeam - Swedish,Highways,8,4,Middle aged,Good,210.7,44.5
Sycamore,Education,2,1,Juvenile,Fair,20.7,3.7
Almond,Parks,3,2,Juvenile,Fair,1.6,9.9
Maple - Field,Highways,6,6,Middle aged,Good,32.6,72.2
Sweet Gum,Education,5,1,Juvenile,Fair,4.1,3.3
"Rowan, Mountain Ash",Highways,4,2,Juvenile,Good,2.4,3.5
Ash,Housing,4,2,Middle aged,Fair,7.2,3.8
Horse Chestnut,Highways,10,6,Mature,Fair,536.7,151.2
Birch - Cut-leaved,Housing,4,2,Juvenile,Good,4.2,10.8
London plane,Highways,13,9,Mature,Good,1187.3,376.5
Lime - Common,Housing,15,8,Mature,Fair,554.2,378.8
Apple - Crab,Highways,8,4,Middle aged,Fair,70.6,34.4
London plane,Highways,21,12,Mature,Good,2637.8,420.2
London plane,Highways,3,2,Juvenile,Good,2.4,12.8
Lime - Common,Parks,21,10,Mature,Good,625.5,432.4
London plane,Housing,20,12,Mature,Good,1777.9,605
Horse Chestnut,Housing,12,6,Mature,Good,414.7,190.5
London plane,Housing,17,8,Middle aged,Good,192.5,289.9
Lime - Common,Housing,15,10,Mature,Fair,240.4,442.7
London plane,Highways,10,5,Middle aged,Fair,107.8,111.9
Maple - Norway,Housing,16,11,Mature,Good,696.1,470.2
London plane,Housing,14,9,Middle aged,Good,419.5,401.1
London plane,Highways,12,6,Middle aged,Good,63.1,221.1
Apple - Crab,Highways,8,3,Middle aged,Fair,60.7,34.4
London plane,Highways,16,10,Mature,Good,924.4,427.5
Medlar - Common,Housing,5,4,Mature,Good,23.8,41.8
Plum - Common,Housing,4,3,Middle aged,Fair,39.8,21.9
"Cherry - Wild, Gean",Housing,6,5,Middle aged,Good,80.3,12.6
June berry,Highways,4,2,Juvenile,Dead,1.4,2.6
Rowan,Highways,3,2,Juvenile,Good,3.7,9.9
Paper birch,Highways,11,9,Middle aged,Good,362.6,71.1
Holly,Parks,13,7,Mature,Good,428.2,210.2
Maple - Norway,Housing,12.5,5,Middle aged,Fair,148,153.4
Birch - Silver,Highways,16,5,Mature,Fair,252.8,82.4
Horse chestnut - Indian,Education,5,3,Juvenile,Good,5.4,14.6
Maple - Boxelder,Highways,10,9,Mature,Fair,348.3,368.6
Holly,Parks,6,3,Mature,Good,95,20.6
Lime - Common,Parks,23,9,Mature,Good,531.6,365
London plane,Highways,12,7,Mature,Fair,186,248.7
Maple - Norway,Highways,10,6,Middle aged,Fair,193.2,151.2
Pear,Education,3,1,Juvenile,Good,7.2,3
"Rowan, Mountain Ash",Highways,6,2,Middle aged,Fair,13,12.6
Cherry,Housing,5,4,Middle aged,Good,6.2,25.2
Pine - Scots,Housing,2,2,Juvenile,Good,1,9.5
London plane,Highways,22,12,Mature,Good,5,636.5
Magnolia - Kobus,Parks,12,14,Mature,Good,1045,387.4
Lime - Caucasian,Highways,3,1,Juvenile,Fair,1.8,4.5
London plane,Highways,14,9,Mature,Fair,764.7,401.1
Birch - Silver,Education,14,8,Mature,Good,293.5,254.3
London plane,Parks,15,10,Middle aged,Good,292.5,454.5
Tree of Heaven,Education,9,4,Middle aged,Good,106.8,50.8
Tamarisk,Parks,6,3,Juvenile,Fair,3.8,25.2
London plane,Parks,29,20,Mature,Good,5554.7,1963
Horse Chestnut,Parks,12,9,Mature,Fair,1949.2,344.6
Lime - Small-leaved,Housing,12,8,Middle aged,Good,122,252.3
Cherry,Housing,5,4,Juvenile,Good,23.1,41.8
Sycamore,Highways,17,10,Mature,Fair,591.5,386.5
Whitebeam,Parks,12,6,Mature,Good,414.7,149.5
Hawthorn,Highways,6,4,Middle aged,Fair,28.7,48.2
Maple - Norway,Housing,8,5,Middle aged,Fair,85.4,85.3
Whitebeam,Housing,4,3,Mature,Good,82.8,16.6
Maple - Lebanese wild,Highways,4,2,Middle aged,Fair,7.5,16.8
Plum,Parks,8,6,Middle aged,Excellent,33.7,126
London plane,Housing,15,10,Mature,Good,802.9,454.5
Cherry - Mop Top,Highways,3,1,Juvenile,Fair,1.6,3.2
Maple - Crimson King Norway,Highways,15,6,Mature,Good,310,277.7
Cherry,Housing,6,2,Middle aged,Good,28.1,12.6
Lime - Common,Highways,17,10,Mature,Fair,840.2,399.6
London plane,Parks,29,15,Mature,Good,4058.3,1811.9
Holly,Housing,7,4,Middle aged,Good,181.2,39.3
Elm - Wych,Education,7,2.5,Middle aged,Good,11.1,21.5
False Acacia,Highways,16,10,Mature,Fair,526.8,308.3
Wier maple,Housing,15,10,Mature,Good,513.1,342.6
Yew - common,Housing,4,2,Middle aged,Good,16.2,18.5
Cherry,Highways,3,2,Juvenile,Good,2.7,9.9
London plane,Housing,14,11,Middle aged,Good,443.7,456.1
Lime - Caucasian,Highways,9,5,Middle aged,Good,52.6,96.1
Cherry,Highways,8,7,Middle aged,Good,112.8,97.2
Bay tree,Parks,9,5,Mature,Fair,97.7,67.7
Maple - Norway,Highways,14,11,Mature,Fair,680,444.5
Wier maple,Housing,15,10,Mature,Good,1103.1,342.6
"Rowan, Mountain Ash",Education,5,3,Middle aged,Good,19.7,12.6
Poplar - Lombardy,Parks,18,7,Mature,Fair,1868.3,145.3
Birch - Silver,Housing,16,9,Mature,Fair,252.8,240.3
Rowan,Highways,15,7,Mature,Fair,250.5,190.4
"Rowan, Mountain Ash",Highways,5,1,Middle aged,Good,12.8,3.5
Sweet Gum,Highways,2.5,1.5,Juvenile,Good,1.2,5.7
Hornbeam - Hop,Housing,3,1,Juvenile,Fair,1.2,3.5
Beech - Common,Housing,4,1.5,Juvenile,Good,4,8.4
Hornbeam - Fastigiate European,Highways,5,3,Middle aged,Fair,9.8,23.7
